id,address,column,row,floor,elevator
1225,서울 강남구 삼성로 311 제동빌딩,4,4,5,1
1226,서울 강남구 삼성로 63길 19,4,4,5,0
1227,서울 강남구 삼성로 63길11 형지빌,4,4,4,0
1228,서울 강남구 삼성로 331,4,4,5,0
1229,서울 강남구 삼성로 67길 5,4,4,5,0
1230,서울 강남구 삼성로 67길 13,4,4,2,0
1231,서울 강남구 삼성로 67길 21,4,4,4,0
1232,서울 강남구 삼성로 67길 14 도성아파트,3,4,7,1
1233,서울 강남구 삼성로 67길 22,3,4,4,0
1234,서울 강남구 역삼로 468,3,4,3,1
1235,서울 강남구 삼성로 71길5,3,4,3,1
1236,서울 강남구 삼성로 71길 12 주원빌딩,3,4,3,1
1237,서울 강남구 삼성로 71길 18,3,4,5,1
1238,서울 강남구 삼성로 69길 10,3,4,2,0
1239,서울 강남구 삼성로 69길 20,3,4,3,0
1240,서울 강남구 삼성로 63길12,3,4,5,0
1241,서울 강남구 삼성로 63길12-12,3,4,5,0
1242,서울 강남구 삼성로 63길 16-19 조음찬주택,3,4,7,0
1243,서울 강남구 도곡로77길 3,4,4,8,1
1244,서울 강남구 도곡로 429,4,4,5,1
1245,서울 강남구 도곡로 419,4,4,5,0
1246,서울 강남구 도곡로69길 16 청원아파트 101동,4,4,10,1
1247,서울 강남구 도곡로69길 16 청원아파트 102동,4,4,10,1
1248,서울 강남구 삼성로 63길 45 삼성빌라,4,4,5,0
1249,서울 강남구 삼성로 63길 37 한티아파트 101동,4,4,7,1
1250,서울 강남구 삼성로 63길 37 한티아파트 102동,4,4,7,1
1251,서울 강남구 삼성로 61길 36 나그랑빌,4,4,2,0
1252,서울 강남구 도곡로77길 15 현대빌라,4,4,5,0
1253,서울 강남구 삼성로67길 27 예인쉐르빌,4,4,5,0
1254,서울 강남구 도곡로 73길 38 푸른들빌라,4,4,5,0
1255,서울 강남구 삼성로 63길 48-40,4,4,2,0
1256,서울 강남구 삼성로 67길 53 스톤빌리지대치4차아파트,4,4,11,1
1257,서울 강남구 삼성로63길 52,4,4,4,1
1258,서울 강남구 선릉로 326 도일상가,4,3,4,0
1259,서울 강남구 도곡로 413,4,3,12,1
1260,서울 강남구 도곡로 409,4,3,7,1
1261,서울 강남구 선릉로 64길40,4,3,7,0
1262,서울 강남구 선릉로64길 24,4,3,3,0
1263,서울 강남구 도곡로 63길 30,4,3,2,0
1264,서울 강남구 선릉로 64길 15-15,4,3,3,0
1265,서울 강남구 선릉로64길 11-5,4,3,4,1
1266,서울 강남구 선릉로72길 45 대치풍림아이원2차아파트,3,3,8,1
1267,서울 강남구 역삼로74길20 동산빌라,3,3,5,0
1268,서울 강남구 선릉로68길 33 현경빌라,3,3,5,0
1269,서울 강남구 선릉로72길 10-13 더힐하우스,3,3,5,1
1270,서울 강남구 선릉로 328 남서울상가,3,3,3,0
1271,서울 강남구 선릉로 340 대치 EM프라자,3,3,4,1
1272,서울 강남구 선릉로72길 10-7,3,3,5,1
1273,서울 강남구 선릉로72길38,3,3,4,1
1274,서울 강남구 역삼로 70길 24,3,3,5,0
1275,서울 강남구 역삼로 64길 23,3,3,2,0
1276,서울 강남구 대치동 903-20,2,4,4,0
1277,서울 강남구 역삼로 455-6,2,4,4,0
1278,서울특별시 강남구 대치동 901-28,2,4,3,0
1279,서울특별시 강남구 대치동 901-53,2,4,4,0
1280,서울특별시 강남구 대치동 901-5,2,4,6,1
1281,서울특별시 강남구 대치동 901-10,2,4,4,0
1282,서울특별시 강남구 대치동 905-11,2,4,4,0
1283,서울특별시 강남구 대치동 893 롯데캐슬아파트 101동,1,4,15,1
1284,서울특별시 강남구 대치동 893 롯데캐슬아파트 102동,1,4,15,1
1285,서울특별시 강남구 대치동 893 롯데캐슬아파트 103동,1,4,15,1
1286,서울특별시 강남구 대치동 894-7,1,4,5,0
1287,서울특별시 강남구 대치동 894-11,1,4,4,0
1288,서울특별시 강남구 대치동 891-47,1,4,3,0
1289,서울특별시 강남구 대치동 891-50,1,4,8,1
1290,서울특별시 강남구 대치동 891-40,1,4,4,0
1291,서울특별시 강남구 대치동 891-11,1,4,10,1
1292,서울특별시 강남구 대치동 896-19,1,3,5,0
1293,서울특별시 강남구 대치동 896-9,1,3,4,0
1294,서울특별시 강남구 대치동 900-59,2,3,5,0
1295,서울특별시 강남구 대치동 897-24,1,3,4,0
1296,서울특별시 강남구 대치동 899-5,2,3,4,0
1297,서울특별시 강남구 대치동 898-21,2,3,6,1
1298,서울특별시 강남구 대치동 898-2,2,3,4,1
1299,서울특별시 강남구 대치동 889-75,1,3,4,0
1300,서울특별시 강남구 대치동 889-60,1,3,4,0
1301,서울특별시 강남구 대치동 889-53,1,3,6,1
1302,서울특별시 강남구 대치동 890-56,1,3,5,1
1303,서울 강남구 남부순환로 2803 도곡동삼성래미안아파트 101동,6,1,15,1
1304,서울 강남구 남부순환로 2803 도곡동삼성래미안아파트 102동,6,1,15,1
1305,서울 강남구 남부순환로 2803 도곡동삼성래미안아파트 103동,6,1,15,1
1306,서울 강남구 남부순환로 2803 도곡동삼성래미안아파트 104동,6,1,15,1
1307,서울 강남구 남부순환로 2803 도곡동삼성래미안아파트 105동,6,1,15,1
1308,서울 강남구 남부순환로 2803 도곡동삼성래미안아파트 106동,6,1,15,1
1309,서울 강남구 남부순환로 2803 도곡동삼성래미안아파트 107동,6,1,15,1
1310,서울 강남구 남부순환로 2803 도곡동삼성래미안아파트 108동,6,1,15,1
1311,서울 강남구 남부순환로 2803 도곡동삼성래미안아파트 109동,6,1,15,1
1312,서울 강남구 남부순환로 2803 도곡동삼성래미안아파트 110동,6,1,15,1
1313,서울 강남구 도곡로 320 래미안도곡카운티아파트 101동,5,1,15,1
1314,서울 강남구 도곡로 320 래미안도곡카운티아파트 102동,5,1,15,1
1315,서울 강남구 도곡로 320 래미안도곡카운티아파트 103동,5,1,15,1
1316,서울 강남구 도곡로 320 래미안도곡카운티아파트 104동,5,1,15,1
1317,서울 강남구 도곡로 320 래미안도곡카운티아파트 105동,5,1,15,1
1318,서울 강남구 도곡로 320 래미안도곡카운티아파트 106동,5,2,15,1
1319,서울 강남구 도곡로 320 래미안도곡카운티아파트 107동,5,2,15,1
1320,서울 강남구 도곡로 320 래미안도곡카운티아파트 108동,5,2,15,1
1321,서울 강남구 선릉로 221 도곡렉슬아파트 101동,5,2,15,1
1322,서울 강남구 선릉로 221 도곡렉슬아파트 102동,5,2,15,1
1323,서울 강남구 선릉로 221 도곡렉슬아파트 103동,5,2,15,1
1324,서울 강남구 선릉로 221 도곡렉슬아파트 104동,5,2,15,1
1325,서울 강남구 선릉로 221 도곡렉슬아파트 201동,5,2,15,1
1326,서울 강남구 선릉로 221 도곡렉슬아파트 202동,5,2,15,1
1327,서울 강남구 선릉로 221 도곡렉슬아파트 211동,5,2,15,1
1328,서울 강남구 선릉로 221 도곡렉슬아파트 212동,5,2,15,1
1329,서울 강남구 선릉로 221 도곡렉슬아파트 301동,5,2,15,1
1330,서울 강남구 선릉로 221 도곡렉슬아파트 302동,5,2,15,1
1331,서울 강남구 선릉로 221 도곡렉슬아파트 305동,5,2,15,1
1332,서울 강남구 선릉로 221 도곡렉슬아파트 306동,5,2,15,1
1333,서울 강남구 선릉로 221 도곡렉슬아파트 203동,5,1,15,1
1334,서울 강남구 선릉로 221 도곡렉슬아파트 204동,5,1,15,1
1335,서울 강남구 선릉로 221 도곡렉슬아파트 205동,5,1,15,1
1336,서울 강남구 선릉로 221 도곡렉슬아파트 206동,5,1,15,1
1337,서울 강남구 선릉로 221 도곡렉슬아파트 207동,5,1,15,1
1338,서울 강남구 선릉로 221 도곡렉슬아파트 208동,5,1,15,1
1339,서울 강남구 선릉로 221 도곡렉슬아파트 209동,5,1,15,1
1340,서울 강남구 선릉로 221 도곡렉슬아파트 210동,5,1,15,1
1341,서울 강남구 선릉로 221 도곡렉슬아파트 303동,5,1,15,1
1342,서울 강남구 선릉로 221 도곡렉슬아파트 304동,5,1,15,1
1343,서울 강남구 선릉로 221 도곡렉슬아파트 401동,5,1,15,1
1344,서울 강남구 선릉로 221 도곡렉슬아파트 402동,5,1,15,1
1345,서울 강남구 선릉로 221 도곡렉슬아파트 403동,5,1,15,1
1346,서울 강남구 선릉로 221 도곡렉슬아파트 404동,5,1,15,1
1347,서울 강남구 선릉로 221 도곡렉슬아파트 405동,5,1,15,1
1348,서울 강남구 선릉로 221 도곡렉슬아파트 406동,5,1,15,1
1349,서울 강남구 선릉로 221 도곡렉슬아파트 407동,5,1,15,1
1350,서울 강남구 선릉로 221 도곡렉슬아파트 408동,5,1,15,1
1351,서울 강남구 선릉로 221 도곡렉슬아파트 409동,5,1,15,1
1352,서울 강남구 선릉로 221 도곡렉슬아파트 410동,5,1,15,1
1353,서울 강남구 선릉로 69길 19 역삼래미안아파트 101동,4,2,15,1
1354,서울 강남구 선릉로 69길 19 역삼래미안아파트 102동,4,2,15,1
1355,서울 강남구 선릉로 69길 19 역삼래미안아파트 103동,4,2,15,1
1356,서울 강남구 선릉로 69길 19 역삼래미안아파트 104동,4,2,15,1
1357,서울 강남구 선릉로 69길 19 역삼래미안아파트 105동,4,2,15,1
1358,서울 강남구 선릉로 69길 19 역삼래미안아파트 106동,4,2,15,1
1359,서울 강남구 선릉로 69길 19 역삼래미안아파트 107동,4,2,15,1
1360,서울 강남구 선릉로 69길 19 역삼래미안아파트 108동,4,2,15,1
1361,서울 강남구 선릉로 69길 19 역삼래미안아파트 109동,4,2,15,1
1362,서울 강남구 선릉로 69길 19 역삼래미안아파트 110동,4,2,15,1
1363,서울 강남구 선릉로 69길 19 역삼래미안아파트 111동,4,2,15,1
1364,서울 강남구 선릉로 69길 19 역삼래미안아파트 112동,4,2,15,1
1365,서울 강남구 도곡로 57길 12 역삼아이파크2차 아파트 101동,4,2,10,1
1366,서울 강남구 도곡로 57길 12 역삼아이파크2차 아파트 102동,4,2,10,1
1367,서울 강남구 도곡로 57길 12 역삼아이파크2차 아파트 103동,4,2,10,1
1368,서울 강남구 선릉로69길 20 역삼e편한세상아파트 101동,3,2,15,1
1369,서울 강남구 선릉로69길 20 역삼e편한세상아파트 102동,3,2,15,1
1370,서울 강남구 선릉로69길 20 역삼e편한세상아파트 103동,3,2,15,1
1371,서울 강남구 선릉로69길 20 역삼e편한세상아파트 104동,3,2,15,1
1372,서울 강남구 선릉로69길 20 역삼e편한세상아파트 105동,3,2,15,1
1373,서울 강남구 선릉로69길 20 역삼e편한세상아파트 106동,3,2,15,1
1374,서울 강남구 선릉로69길 20 역삼e편한세상아파트 107동,3,2,15,1
1375,서울 강남구 선릉로69길 20 역삼e편한세상아파트 108동,3,2,15,1
1376,서울 강남구 선릉로69길 20 역삼e편한세상아파트 109동,3,2,15,1
1377,서울 강남구 선릉로69길 20 역삼e편한세상아파트 110동,3,2,15,1
1378,서울 강남구 선릉로69길 20 역삼e편한세상아파트 111동,3,2,15,1
1379,서울 강남구 선릉로69길 20 역삼e편한세상아파트 112동,3,2,15,1
1380,서울 강남구 역삼로 314 개나리푸르지오아파트 301동,3,2,18,1
1381,서울 강남구 역삼로 314 개나리푸르지오아파트 302동,3,2,18,1
1382,서울 강남구 역삼로 314 개나리푸르지오아파트 303동,3,2,18,1
1383,서울 강남구 역삼로 314 개나리푸르지오아파트 304동,3,2,18,1
1384,서울 강남구 역삼로 314 개나리푸르지오아파트 305동,3,2,18,1
1385,서울 강남구 도곡로43길 21 래미안그레이튼2차아파트 101동,4,1,15,1
1386,서울 강남구 도곡로43길 21 래미안그레이튼2차아파트 102동,4,1,15,1
